primary,name,do_id,kegg_id,pharmgkb_id,mesh_id,umls_cui,icd_10,icd_9,omim_id,iDISK_id
DOID:4730,vasomotor rhinitis,DOID:4730,,PA165108437,D012223,C0035460,J30.0,,,
DOID:4731,atrophic rhinitis,DOID:4731,,,D012222,C0035459,,,,
DOID:4734,calciphylaxis,DOID:4734,,PA165108112,D002115,C0006666,,,,
DOID:4738,obsolete iris or ciliary body disorder,DOID:4738,,,,,,,,
DOID:4739,testicular brenner tumor,DOID:4739,,,,C1515281,,,,
DOID:474,histiocytoid hemangioma,DOID:474,,,,C0205788,,,,
DOID:4742,obsolete mixed embryonal carcinoma and teratoma of the testis,DOID:4742,,,,,,,,
DOID:4743,mixed testicular germ cell tumor,DOID:4743,,,,C1336720,,,,
DOID:5556,testicular malignant germ cell cancer,DOID:5556,,,,C0855197,,,,
DOID:4744,placenta accreta,DOID:4744,,,D010921,C0032044,O43.21,,,
DOID:4746,obsolete olfaction disorder,DOID:4746,,,,,,,,
DOID:4748,obsolete childhood supratentorial neoplasm,DOID:4748,,,,,,,,
DOID:4749,middle cranial fossa meningioma,DOID:4749,,,,C1334757,,,,
DOID:4751,striatonigral degeneration,DOID:4751,,PA165108901,D020955,C0270733,G23.2,,,
DOID:4752,multiple system atrophy,DOID:4752,,PA165108508,D012791,C0037019,,,,
DOID:4754,obsolete dictyocaulus infectious disease,DOID:4754,,,,,,,,
DOID:4756,testicular leydig cell tumor,DOID:4756,,,,C0863027,,,,
DOID:4757,testicular sex cord-stromal neoplasm,DOID:4757,,,,C1515289,,,,
DOID:4758,obsolete peripheral anterior synechiae,DOID:4758,,,,,,,,
DOID:476,breast hemangioma,DOID:476,,,,C0853715,,,,
DOID:4760,obsolete malignant catarrh,DOID:4760,,,,,,,,
DOID:4762,vasculogenic impotence,DOID:4762,,PA166048750,D018783,C0243000,,,,
DOID:4765,pulmonary blastoma,DOID:4765,,,D018202,C0206629,,,,
DOID:4766,embryoma,DOID:4766,,,,,,,,
DOID:4767,classic pulmonary blastoma,DOID:4767,,,,C1332556,,,,
DOID:4768,epithelial predominant pulmonary blastoma,DOID:4768,,,,C1333420,,,,
DOID:4769,pleuropulmonary blastoma,DOID:4769,,,C537516,C1266144,,,,
DOID:4772,obsolete mesoblastic nephroma,DOID:4772,,,,,,,,
DOID:4773,congenital mesoblastic nephroma,DOID:4773,,PA165109170,D018201,C1332965,,,,
DOID:4775,obsolete feline acquired immunodeficiency syndrome,DOID:4775,,,,,,,,
DOID:4776,rapidly progressive glomerulonephritis,DOID:4776,,,,C0221239,N01,,,
DOID:4777,exudative glomerulonephritis,DOID:4777,,,,C0546345,,,,
DOID:4778,proliferative glomerulonephritis,DOID:4778,,,,C0235618,,,,
DOID:4779,focal embolic glomerulonephritis,DOID:4779,,,,C0238143,,,,
DOID:478,obsolete breast vascular neoplasm,DOID:478,,,,,,,,
DOID:4780,anti-basement membrane glomerulonephritis,DOID:4780,,,,C1332309,,,,
DOID:9808,goodpasture syndrome,DOID:9808,H01721,PA444317,D019867,C0403529,M31.0,446.21,,
DOID:4782,subacute glomerulonephritis,DOID:4782,,,,C1263744,,,,
DOID:4783,mesangial proliferative glomerulonephritis,DOID:4783,,,,C0221238,,,,
DOID:4784,immune-complex glomerulonephritis,DOID:4784,,,,C0744421,,,,
DOID:4786,obsolete primitive neuroectodermal tumor with leptomeningeal spread,DOID:4786,,,,,,,,
DOID:4787,cerebellopontine angle primitive neuroectodermal tumor,DOID:4787,,,,C1332904,,,,
DOID:4788,intracranial primitive neuroectodermal tumor,DOID:4788,,,,C1334246,,,,
DOID:479,angiokeratoma,DOID:479,,PA443366,D000794,C0002985,,,,
DOID:4790,medulloepithelioma,DOID:4790,,PA446625,D018242,C0334596,,,,
DOID:4791,supratentorial primitive neuroectodermal tumor,DOID:4791,,,,C1336538,,,,
DOID:4794,ependymoblastoma,DOID:4794,,,,C0700367,,,,
DOID:4795,"gm2 gangliosidosis, ab variant",DOID:4795,,PA165108553,D049290,C0268275,,,,
DOID:4796,space motion sickness,DOID:4796,,PA446739,D018489,C0242700,,,,
DOID:4797,sm-ahnmd,DOID:4797,,,,C1301365,,,,
DOID:4798,aggressive systemic mastocytosis,DOID:4798,,,,C1112486,C96.21,,,
DOID:4799,obsolete aids-related idiopathic thrombocytopenic purpura,DOID:4799,,,,,,,,
DOID:4800,obsolete iris vascular disorder,DOID:4800,,,,,,,,
DOID:4804,obsolete border disease,DOID:4804,,,,,,,,
DOID:4807,obsolete swine vesicular disease,DOID:4807,,,,,,,,
DOID:4808,obsolete enterovirus infectious disease,DOID:4808,,,,,,,,
DOID:4809,obsolete enzootic porcine encephalomyelitis,DOID:4809,,,,,,,,
DOID:481,obsolete central nervous system hereditary degenerative disease,DOID:481,,,,C0014887,,,,
DOID:4810,cerebrotendinous xanthomatosis,DOID:4810,H00151,PA446821,D019294,C0238052,,,,
DOID:4812,adult brainstem gliosarcoma,DOID:4812,,,,C1377914,,,,
DOID:4813,adult brain stem glioma,DOID:4813,,,,C0278873,,,,
DOID:4814,obsolete ganglioneuroma of the retroperitoneum,DOID:4814,,,,,,,,
DOID:4816,obsolete maturing ganglioneuroma,DOID:4816,,,,,,,,
DOID:4817,ganglioneuroma,DOID:4817,,,D005729,C0017075,,,,
DOID:4818,obsolete lung occult non-small cell carcinoma,DOID:4818,,,,,,,,
DOID:4819,obsolete lung occult carcinoma,DOID:4819,,,,,,,,
DOID:482,hemangioma of peripheral nerve,DOID:482,,,,C1333956,,,,
DOID:4828,obsolete metastatic lung carcinoma,DOID:4828,,,,,,,,
DOID:4829,adenosquamous lung carcinoma,DOID:4829,,,,C0279557,,,,
DOID:484,vascular hemostatic disease,DOID:484,,PA446895,D020141,C0600502,,,,
DOID:4830,adenosquamous carcinoma,DOID:4830,,PA446579,D018196,C0206623,,,,
DOID:4831,obsolete spleen mast cell malignancy,DOID:4831,,,,,,,,
DOID:4832,obsolete non small cell lung cancer recurrent,DOID:4832,,,,,,,,
DOID:4833,obsolete recurrent lung carcinoma,DOID:4833,,,,,,,,
DOID:4837,gorham's disease,DOID:4837,H01735,PA165108283,D010015,C0029436,,,,
DOID:4838,myoepithelial carcinoma,DOID:4838,,,,C0334699,,,,
DOID:4839,sebaceous adenocarcinoma,DOID:4839,,PA165108146,D018266,C0206684,,,,
DOID:4840,sebaceous carcinoma,DOID:4840,,,,C1382026,C44,,,
DOID:4841,obsolete malignant tumor of epidermal appendage,DOID:4841,,,,,,,,
DOID:4843,subependymal glioma,DOID:4843,,,D018315,C0206725,,,,
DOID:4844,benign ependymoma,DOID:4844,,PA444055,D004806,C0014474,,,,
DOID:4845,pilomyxoid astrocytoma,DOID:4845,,,,C1519086,,,,
DOID:4846,cauda equina intradural extramedullary astrocytoma,DOID:4846,,,,C1334254,,,,
DOID:4847,cauda equina neoplasm,DOID:4847,,,,C1263892,,,,
DOID:4848,cerebellar astrocytoma,DOID:4848,,,,C0740480,,,,
DOID:4850,obsolete glioma of visual pathway,DOID:4850,,,,,,,,
DOID:4851,pilocytic astrocytoma,DOID:4851,,,,C0334583,,,,
DOID:4852,pleomorphic xanthoastrocytoma,DOID:4852,,,,C0334586,,,,
DOID:4853,pilocytic astrocytoma of cerebellum,DOID:4853,,,,C0349620,,,,
DOID:4855,diencephalic astrocytoma,DOID:4855,,,,C1333284,,,,
DOID:4856,gliofibroma,DOID:4856,,,,C1266178,,,,
DOID:4857,obsolete diffuse astrocytoma,DOID:4857,,,,,,,,
DOID:4858,pineal gland astrocytoma,DOID:4858,,,,C0280795,,,,
DOID:486,glomeruloid hemangioma,DOID:486,,,,C1304511,,,,
DOID:4860,brain stem astrocytic neoplasm,DOID:4860,,,,C1332608,,,,
DOID:4863,spinal cord astrocytoma,DOID:4863,,,,C0349540,,,,
DOID:4864,obsolete rubella virus infectious disease,DOID:4864,,,,,,,,
DOID:4865,obsolete togaviridae infectious disease,DOID:4865,,,,,,,,
DOID:4866,salivary gland adenoid cystic carcinoma,DOID:4866,,,,,,,,
DOID:4867,cervical adenoid cystic carcinoma,DOID:4867,,,,C1332911,,,,
DOID:4868,prostate adenoid cystic carcinoma,DOID:4868,,,,C1335502,,,,
DOID:4869,laryngeal adenoid cystic carcinoma,DOID:4869,,,,C1334368,,,,
DOID:4870,lacrimal gland adenoid cystic carcinoma,DOID:4870,,,,C0346340,,,,
DOID:4871,cutaneous adenocystic carcinoma,DOID:4871,,,,C0346017,,,,
DOID:4872,lung adenoid cystic carcinoma,DOID:4872,,,,C1334439,,,,
DOID:4873,anterior horn cell disease,DOID:4873,,,,C0154681,,335,,
DOID:4875,trachea adenoid cystic carcinoma,DOID:4875,,,,C0345945,,,,
DOID:4877,breast adenoid cystic carcinoma,DOID:4877,,,,C1332167,,,,
DOID:4878,esophageal adenoid cystic carcinoma,DOID:4878,,,,C1333441,,,,
DOID:4879,bartholin's gland adenoid cystic carcinoma,DOID:4879,,,,C1511047,,,,
DOID:488,obsolete malignant bone vascular tumor,DOID:488,,,,,,,,
DOID:4880,kidney clear cell sarcoma,DOID:4880,,,,C0334488,,,,
DOID:4882,obsolete pediatric soft part clear cell sarcoma,DOID:4882,,,,,,,,
DOID:4884,obsolete peritoneal neoplasm,DOID:4884,,,,,,,,
DOID:4885,colorado tick fever,DOID:4885,,PA165108550,D003121,C0009400,A93.2,,,
DOID:4887,obsolete rotavirus infectious disease,DOID:4887,,,,,,,,
DOID:4889,lymph node tuberculosis,DOID:4889,,,D014388,C0041316,A18.2,,,
DOID:4892,middle ear adenocarcinoma,DOID:4892,,,,C1334758,,,,
DOID:4893,middle ear carcinoma,DOID:4893,,,,C1334760,,,,
DOID:5099,middle ear cancer,DOID:5099,,,,C0345617,,,,
DOID:4894,rete ovarii adenocarcinoma,DOID:4894,,,,C3840223,,,,
DOID:4895,rete ovarii benign neoplasm,DOID:4895,,,,C1514909,,,,
DOID:4898,obsolete adenocarcinoma in a polyp,DOID:4898,,,,,,,,
DOID:490,hemangioma of lung,DOID:490,,,,C0241983,,,,
DOID:4900,obsolete mixed cell adenocarcinoma,DOID:4900,,,,,,,,
DOID:4901,peritoneal serous adenocarcinoma,DOID:4901,,,,C1514429,,,,
DOID:4903,granular cell carcinoma,DOID:4903,,,,C0205644,,,,
DOID:4904,obsolete intestinal type carcinoma,DOID:4904,,,,,,,,
DOID:4906,small intestine adenocarcinoma,DOID:4906,,,,C0278803,,,,
DOID:4907,small intestine carcinoma,DOID:4907,,,,C0238196,,,,
DOID:4910,urethra adenocarcinoma,DOID:4910,,,,C1336885,,,,
DOID:4911,obsolete superficial spreading adenocarcinoma,DOID:4911,,,,,,,,
DOID:4912,obsolete disseminated adenocarcinoma,DOID:4912,,,,,,,,
DOID:4914,esophagus adenocarcinoma,DOID:4914,,,C562730,C0279628,,,,
DOID:4915,basophilic adenocarcinoma,DOID:4915,,,,C0334314,,,,
DOID:4916,pituitary carcinoma,DOID:4916,,,,C0346300,,,,
DOID:4917,villous adenocarcinoma,DOID:4917,,,,C0334306,,,,
DOID:4918,renal pelvis adenocarcinoma,DOID:4918,,,,C1335748,,,,
DOID:4919,renal pelvis carcinoma,DOID:4919,,,,C0153618,C65,189.1,,
DOID:492,acquired hemangioma,DOID:492,,,,C0856897,,,,
DOID:4920,eccrine adenocarcinoma,DOID:4920,,,,C1266066,,,,
DOID:4921,eccrine sweat gland cancer,DOID:4921,,,,C1334577,,,,
DOID:4922,breast secretory carcinoma,DOID:4922,,,C537535,C0334371,,,,
DOID:4923,thymus adenocarcinoma,DOID:4923,,,,C1336743,,,,
DOID:4924,obsolete human papillomavirus related adenocarcinoma,DOID:4924,,,,,,,,
DOID:4925,obsolete human papillomavirus related carcinoma,DOID:4925,,,,,,,,
DOID:4927,klatskin's tumor,DOID:4927,,PA165108512,D018285,C0206702,,,,
DOID:4928,intrahepatic cholangiocarcinoma,DOID:4928,,,,C0345905,C22.1,,,
DOID:4947,cholangiocarcinoma,DOID:4947,H00046,PA446654,D018281,C0206698,C22.1,,,
DOID:4929,tubular adenocarcinoma,DOID:4929,,,,C0205645,,,,
DOID:4930,nasal cavity adenocarcinoma,DOID:4930,,,,C1334920,,,,
DOID:4933,apocrine adenocarcinoma,DOID:4933,,,,C0334346,,,,
DOID:4934,apocrine sweat gland cancer,DOID:4934,,,,C1334561,,,,
DOID:4935,obsolete acidophil carcinoma,DOID:4935,,,,,,,,
DOID:4936,obsolete mixed eosinophil-basophil carcinoma,DOID:4936,,,,,,,,
DOID:4937,obsolete oxyphilic adenocarcinoma,DOID:4937,,,,,,,,
DOID:4938,ureter adenocarcinoma,DOID:4938,,,,C1336873,,,,
DOID:4942,obsolete combined hepatocellular carcinoma and cholangiocarcinoma,DOID:4942,,,,,,,,
DOID:4943,adenocarcinoma in situ,DOID:4943,,,D065311,C0334276,,,,
DOID:4944,gastroesophageal junction adenocarcinoma,DOID:4944,,,,C1332166,,,,
DOID:495,sclerosing hemangioma,DOID:495,,,,C1509148,,,,
DOID:4952,postpoliomyelitis syndrome,DOID:4952,,PA165108223,D016262,C0080040,G14,,,
DOID:4955,central nervous system melanocytic neoplasm,DOID:4955,,,,C0349623,,,,
DOID:4956,obsolete leptomeningeal neoplasm,DOID:4956,,,,,,,,
DOID:4957,meninges hemangiopericytoma,DOID:4957,,,,C0349622,,,,
DOID:4958,obsolete central nervous system hemangiopericytoma,DOID:4958,,,,,,,,
DOID:496,spindle cell hemangioma,DOID:496,,,,C1304508,,,,
DOID:4961,bone marrow disease,DOID:4961,,PA166048762,D001855,C0005956,,,,DC0481455
DOID:4962,pericardial tuberculosis,DOID:4962,,,D010495,C0031049,A18.84,,,
DOID:4964,neurotic disorder,DOID:4964,,,D000275,C0011579,F34.1,,,
DOID:4966,obsolete adrenocortical hyperplasia,DOID:4966,,,,,,,,
DOID:4967,obsolete adrenal hyperplasia,DOID:4967,,,,,,,,
DOID:4968,nelson syndrome,DOID:4968,,PA165108536,D009347,C0027577,E24.1,,,
DOID:4969,gerstmann syndrome,DOID:4969,,PA165110335,D005862,C0017494,,,,
DOID:4970,prosopagnosia,DOID:4970,,,D020238,C0234512,R48.3,,,
DOID:4971,myelofibrosis,DOID:4971,H01605,PA445015,D055728,C0001815,D47.4,238.76,,
DOID:4974,actinobacillosis,DOID:4974,,,D000187,C0001247,,,,
DOID:4975,obsolete actinobacillus infectious disease,DOID:4975,,,,,,,,
DOID:4978,obsolete ewing's family recurrent tumor,DOID:4978,,,,,,,,
DOID:4979,obsolete recurrent primitive neuroectodermal tumor,DOID:4979,,,,,,,,
DOID:4982,obsolete metastatic ewing's sarcoma,DOID:4982,,,,,,,,
DOID:4983,obsolete metastatic ewing's sarcoma/peripheral primitive neuroectodermal tumor,DOID:4983,,,,,,,,
DOID:4985,extraosseous ewings sarcoma-primitive neuroepithelial tumor,DOID:4985,,,,C0279980,,,,
DOID:4986,nonparalytic poliomyelitis,DOID:4986,,,,C0152998,A80.4,045.2,,
DOID:4987,obsolete recurrent ewing's sarcoma,DOID:4987,,,,,,,,
DOID:4988,alcoholic pancreatitis,DOID:4988,,,D019512,C0376670,,,,
DOID:4991,optic nerve astrocytoma,DOID:4991,,,,C1335114,,,,
DOID:4992,optic nerve glioma,DOID:4992,,PA447013,D020339,C0346326,,,,
DOID:4993,atypical polypoid adenomyoma,DOID:4993,,,,C1300347,,,,
DOID:4994,adenomyoma of uterine corpus,DOID:4994,,,,C1336903,,,,
DOID:4995,cervical adenomyoma,DOID:4995,,,,C1516404,,,,
DOID:4997,camurati-engelmann disease,DOID:4997,H00434,PA443898,D003966,C0011989,Q78.3,,,
DOID:4998,trichorhinophalangeal syndrome type ii,DOID:4998,,PA446240,D015826,C0023003,,,,
DOID:4999,obsolete syphilitic alopecia,DOID:4999,,,,,,,,
DOID:5000,obsolete cutaneous syphilis,DOID:5000,,,,,,,,
DOID:5002,obsolete equine infectious anemia,DOID:5002,,,,,,,,
DOID:5003,eunuchism,DOID:5003,,PA165108967,D005058,C0238117,,,,
DOID:5006,obsolete adult primary liver cancer,DOID:5006,,,,,,,,
DOID:5007,obsolete resectable hepatocellular carcinoma,DOID:5007,,,,,,,,
DOID:501,central nervous system hemangioma,DOID:501,,,,C1333957,,,,
DOID:5016,hepatocellular clear cell carcinoma,DOID:5016,,,,C1333067,,,,
DOID:5017,obsolete hepatitis virus related hepatocellular carcinoma,DOID:5017,,,,,,,,
DOID:5019,obsolete non-resectable hepatocellular carcinoma,DOID:5019,,,,,,,,
DOID:5022,aflatoxins-related hepatocellular carcinoma,DOID:5022,,,,C1332222,,,,
DOID:5026,sclerosing hepatic carcinoma,DOID:5026,,,,C1266018,,,,
DOID:5027,obsolete recurrent hepatocellular carcinoma,DOID:5027,,,,,,,,
DOID:5028,obsolete recurrent cancer of liver,DOID:5028,,,,,,,,
DOID:5029,obsolete alphavirus infectious disease,DOID:5029,,,,,,,,
DOID:5030,pineal parenchymal tumor of intermediate differentiation,DOID:5030,,,,C1367859,,,,
DOID:5031,adult pineal parenchymal tumor,DOID:5031,,,,C0280794,,,,
DOID:5039,myoblastoma,DOID:5039,,,,C0027043,,,,
DOID:5040,malignant granular cell esophageal tumor,DOID:5040,,,,C1333448,,,,
DOID:5042,malignant granular cell myoblastoma,DOID:5042,,,,C0334618,,,,
DOID:5043,vulvar granular cell tumor,DOID:5043,,,,C1520083,,,,
DOID:5044,cardiac granular cell neoplasm,DOID:5044,,,,C1332845,,,,
DOID:5046,mediastinal granular cell myoblastoma,DOID:5046,,,,C1334656,,,,
DOID:6175,mediastinal neurilemmoma,DOID:6175,,,,C1334679,,,,
DOID:5047,neurohypophysis granular cell tumor,DOID:5047,,,,C1333873,,,,
DOID:5048,posterior pituitary gland neoplasm,DOID:5048,,,,C1334957,,,,
DOID:505,hobnail hemangioma,DOID:505,,,,C0346076,,,,
DOID:5050,ehrlich tumor carcinoma,DOID:5050,,PA443619,D002286,C0007125,,,,
DOID:5052,melioidosis,DOID:5052,H00317,,D008554,C0025229,A24.9,025,,
DOID:5053,obsolete primary burkholderia infectious disease,DOID:5053,,,,,,,,
DOID:5055,obsolete neuronal and mixed neuronal-glial tumor of cerebellum,DOID:5055,,,,,,,,
DOID:5056,adult cerebellar neoplasm,DOID:5056,,,,C1332197,,,,
DOID:5057,papillary meningioma of the cerebellum,DOID:5057,,,,C1332902,,,,
DOID:5058,rhabdoid meningioma,DOID:5058,,,,C0259786,,,,
DOID:5059,childhood cerebellar neoplasm,DOID:5059,,,,C1332959,,,,
DOID:5062,phencyclidine abuse,DOID:5062,,,D010623,C0031391,,,,
DOID:5063,basosquamous carcinoma,DOID:5063,,PA165108540,D002281,C0007118,,,,
DOID:5069,obsolete uterine corpus soft tissue neoplasm,DOID:5069,,,,,,,,
DOID:507,adjustment disorder,DOID:507,,,,C0040701,,309,,
DOID:5070,obsolete neoplasm of body of uterus,DOID:5070,,,,,,,,
DOID:5071,obsolete central nervous system soft tissue neoplasm,DOID:5071,,,,,,,,
DOID:5072,obsolete meninges gliomatosis,DOID:5072,,,,,,,,
DOID:5073,obsolete malignant neoplasm of meninges,DOID:5073,,,,,,,,
DOID:5074,malignant ependymoma,DOID:5074,,,,C1333407,,,,
DOID:5075,myxopapillary ependymoma,DOID:5075,,,,C0205769,,,,
DOID:5076,mixed glioma,DOID:5076,,,,C0259783,,,,
DOID:5077,subependymal giant cell astrocytoma,DOID:5077,,,,C0205768,,,,
DOID:5078,ganglioglioma,DOID:5078,,,D018303,C0206716,,,,
DOID:5083,iodine hypothyroidism,DOID:5083,,,,C0154159,,244.2,,
DOID:5085,obsolete transmissible gastroenteritis of swine,DOID:5085,,,,,,,,
DOID:5086,obsolete transmissible enteritis of turkeys,DOID:5086,,,,,,,,
DOID:5087,obsolete feline infectious peritonitis,DOID:5087,,,,,,,,
DOID:5088,mixed epithelial stromal tumour,DOID:5088,,,,C1334602,,,,
DOID:5090,sternum cancer,DOID:5090,,,,C1290244,,,,
DOID:5097,obsolete axillary cancer,DOID:5097,,,,,,,,
DOID:5101,ear cancer,DOID:5101,,,D004428,C0751094,,,,
DOID:833,auditory system cancer,DOID:833,,,,C0013449,,,,
DOID:5102,inner ear cancer,DOID:5102,,,,C1512779,,,,
DOID:5104,testicular infarct,DOID:5104,,,,C0392041,,,,
DOID:5107,obsolete achromic nevus,DOID:5107,,,,,,,,
DOID:5112,copper deficiency myelopathy,DOID:5112,,PA165108664,D013540,C0038981,,,,
DOID:5115,obsolete bovine virus diarrhea-mucosal disease,DOID:5115,,,,,,,,
DOID:5116,obsolete central nervous system dermoid cyst,DOID:5116,,,,,,,,
DOID:5117,dermoid cyst of ovary,DOID:5117,,,C562731,C0237020,,,,
DOID:5118,ovarian cystic teratoma,DOID:5118,,,,C1335155,,,,
DOID:6231,mature teratoma of the ovary,DOID:6231,,,,C1334637,,,,
DOID:512,epididymal neoplasm,DOID:512,,,,C0346239,,,,
DOID:5120,obsolete roseolovirus infectious disease,DOID:5120,,,,,,,,
DOID:5123,mediastinum leiomyoma,DOID:5123,,,,C1334659,,,,
DOID:5124,fallopian tube leiomyoma,DOID:5124,,,,C1517115,,,,
DOID:5125,extrahepatic bile duct leiomyoma,DOID:5125,,,,C1333507,,,,
DOID:5126,central nervous system leiomyoma,DOID:5126,,,,C1334382,,,,
DOID:5127,bizarre leiomyoma,DOID:5127,,,,C0334478,,,,
DOID:5128,deep leiomyoma,DOID:5128,,,,C1333266,,,,
DOID:5129,simple partial epilepsy,DOID:5129,,,,C0154712,,345.51,,
DOID:5132,leiomyoma cutis,DOID:5132,,,,C0346064,,,,
DOID:5133,obsolete skin tumor of smooth muscle origin,DOID:5133,,,,,,,,
DOID:5134,anus leiomyoma,DOID:5134,,,,C1332266,,,,
DOID:5136,lung leiomyoma,DOID:5136,,,,C1334447,,,,
DOID:5137,pericardium leiomyoma,DOID:5137,,,,C1335380,,,,
DOID:5138,leiomyomatosis,DOID:5138,,,D018231,C0206654,,,,
DOID:5139,cellular leiomyoma,DOID:5139,,,,C0334477,,,,
DOID:5140,gallbladder leiomyoma,DOID:5140,,,,C1333745,,,,
DOID:5142,vulvar leiomyoma,DOID:5142,,,,C1520087,,,,
DOID:5143,large bowel leiomyoma,DOID:5143,,,,C1333113,,,,
DOID:5146,appendix leiomyoma,DOID:5146,,,,C1332327,,,,
DOID:5147,dartoic leiomyoma,DOID:5147,,,,C0346066,,,,
DOID:5149,epithelioid neurofibroma,DOID:5149,,,,C1275264,,,,
DOID:5150,neurofibroma of gallbladder,DOID:5150,,,,C1333751,,,,
DOID:5151,plexiform neurofibroma,DOID:5151,,PA165108259,D018318,C0206728,,,,
DOID:5152,cellular neurofibroma,DOID:5152,,,,C1516371,,,,
DOID:5153,atypical neurofibroma,DOID:5153,,,,C1510961,,,,
DOID:5154,borna disease,DOID:5154,,PA443542,D001890,C0006023,,,,
DOID:5155,multiple mucosal neuroma,DOID:5155,,,,C1334828,,,,
DOID:5157,benign pleural mesothelioma,DOID:5157,,,,C1377913,,,,
DOID:5160,arteriosclerosis obliterans,DOID:5160,H01626,PA165108505,D001162,C0003851,,,,
DOID:5161,monckeberg arteriosclerosis,DOID:5161,,PA165108725,D050380,C0887866,,,,
DOID:5162,arteriolosclerosis,DOID:5162,,,D050379,C0878486,I70,,,
DOID:5169,ovarian endometrioid stromal sarcoma,DOID:5169,,,,C4288544,,,,
DOID:5170,vaginal endometrial stromal sarcoma,DOID:5170,,,,C3642329,,,,
DOID:5171,vaginal endometrial stromal tumor,DOID:5171,,,,C4289585,,,,
DOID:5172,endometrium carcinoma in situ,DOID:5172,,,,C0346191,D07.0,,,
DOID:5176,renal wilms' tumor,DOID:5176,,,,C1335062,,,,
DOID:5178,metachronous kidney wilms' tumor,DOID:5178,,,,C1334705,,,,
DOID:5179,mixed cell type kidney wilms' tumor,DOID:5179,,,,C0279611,,,,
DOID:5182,blastema predominant kidney wilms' tumor,DOID:5182,,,,C0279609,,,,
DOID:5183,hereditary wilms' tumor,DOID:5183,,,,C0677779,,,,
DOID:5184,obsolete recurrent nephroblastoma,DOID:5184,,,,,,,,
DOID:5185,obsolete anaplastic renal wilms' tumor,DOID:5185,,,,,,,,
DOID:5189,epithelial predominant wilms' tumor,DOID:5189,,,,C0279608,,,,
DOID:519,aortitis,DOID:519,,,D001025,C0003509,I77.6,,,
DOID:5190,cervical wilms' tumor,DOID:5190,,,,C1516437,,,,
DOID:5191,stromal predominant kidney wilms' tumor,DOID:5191,,,,C0279610,,,,
DOID:5193,nodular ganglioneuroblastoma,DOID:5193,,,,C1517445,,,,
DOID:5194,intermixed schwannian stroma-rich ganglioneuroblastoma,DOID:5194,,,,C1517444,,,,
DOID:5195,peripheral nervous system ganglioneuroblastoma,DOID:5195,,,,C1335387,,,,
DOID:5196,fallopian tube adenomatoid tumor,DOID:5196,,,,C1517110,,,,
DOID:5199,ureteral obstruction,DOID:5199,,,,C0029866,,593.4,,
DOID:5204,"fructose-1,6-bisphosphatase deficiency",DOID:5204,,PA165109084,D015319,C0016756,E74.19,,,
DOID:5205,obsolete inborn errors fructose metabolism,DOID:5205,,,,,,,,
DOID:5567,ovarian germ cell teratoma,DOID:5567,,,,C0280131,,,,
DOID:5208,malignant struma ovarii,DOID:5208,,,,C0334525,,,,
DOID:5209,benign struma ovarii,DOID:5209,,,,C1511104,,,,
DOID:5213,chronic inflammatory demyelinating polyradiculoneuropathy,DOID:5213,H01527,,D020277,C0393819,G61.81,357.81,,
DOID:5214,demyelinating polyneuropathy,DOID:5214,,,,C0270922,,,,
DOID:5215,obsolete ephemeral fever,DOID:5215,,,,,,,,
DOID:5221,chronic polyneuropathy,DOID:5221,,,,C1167650,,,,
DOID:5222,acute necrotizing encephalitis,DOID:5222,,,,C0338418,,,,
DOID:5223,infertility,DOID:5223,,PA444617,D007246,C0021359,,,,DC0478494
DOID:5224,acute hemorrhagic encephalitis,DOID:5224,,,,C1332149,,,,
DOID:5225,von economo's disease,DOID:5225,,,,C0014040,A85.8,,,
DOID:5226,obsolete vaginal blue nevus,DOID:5226,,,,,,,,
DOID:5227,obsolete cellular blue nevus,DOID:5227,,,,,,,,
DOID:5228,obsolete common blue nevus,DOID:5228,,,,,,,,
DOID:5230,hepatoerythropoietic porphyria,DOID:5230,,PA446447,D017121,C0162569,,,,
DOID:5231,obsolete peritoneal and retroperitoneal tumors,DOID:5231,,,,,,,,
DOID:5232,aortic valve prolapse,DOID:5232,,,D001023,C0003505,,,,
DOID:5233,glomangiosarcoma,DOID:5233,,,,C1266111,,,,
DOID:5236,subungual glomus tumor,DOID:5236,,,,C1304510,,,,
DOID:5239,obsolete glomus tumor of uncertain malignant potential,DOID:5239,,,,,,,,
DOID:524,obsolete central nervous system aids arteritis,DOID:524,,,,,,,,
DOID:5240,retinal hemangioblastoma,DOID:5240,,,,C1514915,,,,
DOID:5242,obsolete resectable cholangiocellular carcinoma,DOID:5242,,,,,,,,
DOID:5244,obsolete visual alteration,DOID:5244,,,,,,,,
DOID:5245,obsolete recurrent cholangiocellular carcinoma,DOID:5245,,,,,,,,
DOID:5246,obsolete hilar cholangiocellular carcinoma,DOID:5246,,,,,,,,
DOID:5247,obsolete liver fluke-related cholangiocarcinoma,DOID:5247,,,,,,,,
DOID:5248,obsolete parasite-related carcinoma,DOID:5248,,,,,,,,
DOID:5250,obsolete non-resectable cholangiocellular carcinoma,DOID:5250,,,,,,,,
DOID:5251,inflammatory leiomyosarcoma,DOID:5251,,,,C1334179,,,,
DOID:5252,obsolete leiomyosarcoma recurrent,DOID:5252,,,,,,,,
DOID:5253,conventional leiomyosarcoma,DOID:5253,,,,C1333157,,,,
DOID:5254,central nervous system leiomyosarcoma,DOID:5254,,,,C1334385,,,,
